frac_T,id,x,y,z
0.02051825735274,0,0,0,0
0.019255206667325,5,5,0,0
0.01591658436415,10,10,0,0
0.011596650294187,15,15,0,0
0.0074557532010085,20,20,0,0
0.004236557946888,25,25,0,0
0.0021319410172829,30,30,0,0
0.00095286071885869,35,35,0,0
0.00038157487505009,40,40,0,0
0.00014640993492543,45,45,0,0
8.5266315503664e-05,50,50,0,0
