time,J_out,P_in,P_out,TK_out,kg_out,kg_per_s
0,0,0,0,0,0,0
1,0,10.709070387991,9.6648235076135,473.00000104279,0,0
2.1,0,11.23303662059,9.6648235533479,473.00000218884,0,0
3.31,0,11.306220866689,9.6648236036068,473.00000344826,0,0
4.641,0,11.272017808711,9.6648236588325,473.00000483214,0,0
6.1051,0,11.253087479106,9.6648237195094,473.00000635261,0,0
7.71561,0,11.256765240789,9.6648237861677,473.00000802296,0,0
9.487171,0,11.266194186606,9.6648238593878,473.00000985772,0,0
11.4358881,0,11.275190237939,9.6648239398042,473.0000118728,0,0
13.57947691,0,11.284324543988,9.6648240281106,473.00001408557,0,0
15.937424601,0,11.293999871597,9.6648241250646,473.00001651502,0,0
18.5311670611,0,11.303419593477,9.6648242314932,473.00001918185,0,0
21.38428376721,0,11.312255531639,9.6648243482986,473.00002210868,0,0
24.522712143931,0,11.320863691512,9.6648244764636,473.00002532012,0,0
27.974983358324,0,11.329391159151,9.6648246170585,473.00002884297,0,0
31.772481694157,0,11.337651760782,9.6648247712471,473.0000327064,0,0
35.949729863572,0,11.345634202724,9.6648249402938,473.00003694206,0,0
40.544702849929,0,11.353474686502,9.6648251255704,473.00004158432,0,0
45.599173134922,0,11.361165794823,9.6648253285632,473.00004667039,0,0
51.159090448415,0,11.368671711881,9.6648255508796,473.00005224053,0,0
57.274999493256,0,11.376041939267,9.664825794256,473.00005833821,0,0
64.002499442582,0,11.38328730672,9.6648260605634,473.00006501028,0,0
71.40274938684,0,11.390403337758,9.6648263518144,473.00007230713,0,0
79.543024325524,0,11.397414991404,9.6648266701688,473.00008028281,0,0
88.497326758076,0,11.404323909802,9.664827017938,473.00008899518,0,0
98.347059433884,0,11.411135464077,9.6648273975893,473.00009850598,0,0
109.18176537727,0,11.417855438181,9.6648278117471,473.00010888088,0,0
121.099941915,0,11.424487273685,9.6648282631942,473.0001201895,0,0
134.2099361065,0,11.43104350614,9.664828754869,473.00013250533,0,0
148.63092971715,0,11.437532278279,9.6648292898613,473.00014590563,0,0
164.49402268886,0,11.443957669763,9.664829871404,473.00016047123,0,0
181.94342495775,0,11.450318085069,9.6648305028617,473.00017628622,0,0
201.13776745353,0,11.456612545123,9.6648311877145,473.00019343753,0,0
222.25154419888,0,11.462859186096,9.6648319295381,473.00021201446,0,0
245.47669861877,0,11.469119042505,9.6648327319775,473.00023210801,0,0
271.02436848064,0,11.475507602582,9.6648335987172,473.00025381008,0,0
299.12680532871,0,11.482170473403,9.6648345334445,473.0002772126,0,0
330.03948586158,0,11.489245877376,9.6648355398084,473.00030240648,0,0
364.04343444774,0,11.49682685927,9.6648366213741,473.00032948042,0,0
401.44777789251,0,11.504909387185,9.6648377815733,473.00035851973,0,0
442.59255568176,0,11.513354737772,9.6648390236526,473.00038960497,0,0
487.85181124994,0,11.52191496853,9.6648403506214,473.00042281065,0,0
537.63699237493,0,11.530326200133,9.6648417652016,473.00045820399,0,0
592.40069161242,0,11.538413537814,9.6648432697838,473.00049584379,0,0
652.64076077367,0,11.546092676201,9.664844866391,473.00053577954,0,0
718.90483685103,0,11.553295341581,9.6648465566564,473.00057805082,0,0
791.79532053614,0,11.559951130664,9.6648483418177,473.00062268719,0,0
871.97485258975,0,11.56602781129,9.6648502227329,473.00066970858,0,0
960.17233784872,0,11.571562550769,9.6648521999208,473.0007191263,0,0
1057.1895716336,0,11.576656400137,9.6648542736282,473.00077094472,0,0
1163.908528797,0,11.581434301842,9.664856443924,473.00082516361,0,0
1281.2993816767,0,11.586030716133,9.6648587108206,473.00088178124,0,0
1410.4293198443,0,11.590667384576,9.6648610744155,473.00094079786,0,0
1552.4722518287,0,11.595685747668,9.6648635350494,473.00100221968,0,0
1708.7194770116,0,11.601377580719,9.6648660934685,473.00106606296,0,0
1880.5914247128,0,11.607867119311,9.6648687509826,473.0011323579,0,0
2069.6505671841,0,11.61532176893,9.6648715096047,473.00120115218,0,0
2277.6156239025,0,11.624090180796,9.6648743721622,473.0012725137,0,0
2506.3771862927,0,11.634388629631,9.6648773423696,473.00134653238,0,0
2758.014904922,0,11.646049476073,9.6648804248573,473.00142332086,0,0
3034.8163954142,0,11.658594808704,9.6648836251556,473.00150301407,0,0
3339.2980349556,0,11.67138614858,9.6648869496388,473.0015857678,0,0
3674.2278384512,0,11.683759909985,9.6648904054385,473.00167175648,0,0
4042.6506222963,0,11.695203293072,9.6648940004985,473.00176117456,0,0
