time,J_out,P_in,P_out,TK_out,kg_out,kg_per_s
0,0,0,0,0,0,0
0.5,0,11.048451781689,9.6648235076366,473.0000010445,0,0
1,0,11.254808510971,9.6648235492065,473.00000208733,0,0
1.55,0,11.24973134751,9.6648235948529,473.00000323241,0,0
2.155,0,11.258620796752,9.6648236449668,473.00000448956,0,0
2.8205,0,11.271914928682,9.664823699975,473.00000586948,0,0
3.55255,0,11.284977011406,9.6648237603427,473.00000738385,0,0
4.357805,0,11.297753722243,9.6648238265769,473.00000904537,0,0
5.2435855,0,11.309457511335,9.6648238992295,473.00001086788,0,0
6.21794405,0,11.320409718998,9.6648239789001,473.00001286644,0,0
7.289738455,0,11.330844605933,9.6648240662405,473.00001505738,0,0
8.4687123005,0,11.340661456969,9.664824161957,473.00001745842,0,0
9.76558353055,0,11.350017854198,9.6648242668147,473.00002008874,0,0
11.192141883605,0,11.359006184543,9.6648243816411,473.0000229691,0,0
12.761356071966,0,11.367624334011,9.6648245073289,473.00002612188,0,0
14.487491679162,0,11.375951287754,9.6648246448401,473.00002957121,0,0
16.386240847078,0,11.384015873088,9.6648247952085,473.000033343,0,0
18.474864931786,0,11.391843273794,9.6648249595427,473.00003746505,0,0
20.772351424965,0,11.399467118268,9.6648251390284,473.00004196709,0,0
23.299586567461,0,11.406903542485,9.6648253349299,473.00004688081,0,0
26.079545224207,0,11.414174856712,9.6648255485911,473.0000522399,0,0
29.137499746628,0,11.421294595228,9.6648257814351,473.00005808003,0,0
32.501249721291,0,11.428278192446,9.6648260349631,473.00006443883,0,0
36.20137469342,0,11.435137064149,9.6648263107512,473.00007135578,0,0
40.271512162762,0,11.441882168213,9.6648266104463,473.00007887215,0,0
44.748663379038,0,11.448522372002,9.6648269357593,473.00008703081,0,0
49.673529716942,0,11.455065469902,9.6648272884567,473.00009587599,0,0
55.090882688636,0,11.461518385722,9.6648276703495,473.00010545306,0,0
61.0499709575,0,11.467887208089,9.6648280832795,473.00011580811,0,0
67.60496805325,0,11.474177822759,9.6648285291032,473.00012698762,0,0
74.815464858575,0,11.48039547762,9.6648290096729,473.00013903792,0,0
82.747011344432,0,11.486544448237,9.6648295268151,473.0001520047,0,0
91.471712478875,0,11.492628411408,9.6648300823068,473.00016593237,0,0
101.06888372676,0,11.498650400066,9.6648306778504,473.00018086346,0,0
111.62577209944,0,11.504613455793,9.6648313150474,473.00019683793,0,0
123.23834930938,0,11.510521163356,9.6648319953722,473.00021389253,0,0
136.01218424032,0,11.516377016828,9.6648327201477,473.0002320602,0,0
150.06340266435,0,11.522183898493,9.664833490524,473.0002513695,0,0
165.51974293079,0,11.527943827458,9.6648343074626,473.00027184423,0,0
182.52171722387,0,11.533657546846,9.6648351717266,473.00029350319,0,0
201.22388894625,0,11.539326889101,9.6648360838822,473.0003163602,0,0
221.79627784088,0,11.544966440166,9.6648370443096,473.00034042441,0,0
244.42590562497,0,11.550626111792,9.664838053228,473.00036570086,0,0
269.31849618747,0,11.556401664553,9.664839110734,473.00039219152,0,0
296.70034580621,0,11.562416785393,9.6648402168541,473.00041989654,0,0
326.82038038683,0,11.568792386611,9.6648413716098,473.00044881594,0,0
359.95241842552,0,11.575616233465,9.6648425750932,473.00047895147,0,0
