frac_T,id,x,y,z
1,0,0,0,0
0.84079301186523,1,1,0,0
0.70693656680178,2,2,0,0
0.59439479209416,3,3,0,0
0.49977446840445,4,4,0,0
0.42022272165156,5,5,0,0
0.35334100670727,6,6,0,0
0.29711278945263,7,7,0,0
0.24984274675436,8,8,0,0
0.21010565119441,9,9,0,0
0.17670339938907,10,10,0,0
0.14862888826882,11,11,0,0
0.12503565016171,12,12,0,0
0.10521233115495,13,13,0,0
0.088561243238282,14,14,0,0
0.074580343559959,15,15,0,0
0.062848097456307,16,16,0,0
0.053010768863901,17,17,0,0
0.044771754910608,18,18,0,0
0.037882643115423,19,19,0,0
0.032135721564925,20,20,0,0
0.027357716242515,21,21,0,0
0.023404566686211,22,22,0,0
0.020157082457129,23,23,0,0
0.01751734945791,24,24,0,0
0.01540577774888,25,25,0,0
0.013758701851374,26,26,0,0
0.012526461185567,27,27,0,0
0.011671902766561,28,28,0,0
0.011169261013884,29,29,0,0
0.011003380899816,30,30,0,0
