frac_T,id,x,y,z
1,0,0,0,0
0.88491907471353,1,1,0,0
0.77574680240016,2,2,0,0
0.67474734042271,3,3,0,0
0.58303980497511,4,4,0,0
0.50096434487408,5,5,0,0
0.42835034769759,6,6,0,0
0.36470772003799,7,7,0,0
0.30936210153419,8,8,0,0
0.26154864604286,9,9,0,0
0.22047559531026,10,10,0,0
0.18536598846609,11,11,0,0
0.15548372875006,12,12,0,0
0.13014861065709,13,13,0,0
0.10874369427164,14,14,0,0
0.090717499607041,15,15,0,0
0.075582810614457,16,16,0,0
0.062913370224918,17,17,0,0
0.052339371748878,18,18,0,0
0.043542375612417,19,19,0,0
0.036250078952155,20,20,0,0
0.030231220168037,21,21,0,0
0.025290796853913,22,22,0,0
0.021265702792114,23,23,0,0
0.018020839778923,24,24,0,0
0.015445726843651,25,25,0,0
0.013451608379583,26,26,0,0
0.011969050433736,27,27,0,0
0.010946008398395,28,28,0,0
0.010346347764326,29,29,0,0
0.010148801075378,30,30,0,0
