frac_T,id,x,y,z
1,621,0,0,0
0.90125265064088,620,1,0,0
0.80714477578677,622,2,0,0
0.71820865779533,623,3,0,0
0.63488642581045,624,4,0,0
0.55751246376366,625,5,0,0
0.48630414779659,626,6,0,0
0.42135863968512,627,7,0,0
0.36265611685258,628,8,0,0
0.3100685378765,629,9,0,0
0.26337282242551,630,10,0,0
0.22226707214398,631,11,0,0
0.18638842386799,632,12,0,0
0.15533122468448,633,13,0,0
0.12866442213256,634,14,0,0
0.10594732515278,635,15,0,0
0.086743172119559,636,16,0,0
0.070630208826893,637,17,0,0
0.057210209427674,638,18,0,0
0.046114554904395,639,19,0,0
0.03700811311266,640,20,0,0
0.029591244609658,641,21,0,0
0.023600296259649,642,22,0,0
0.01880694892417,643,23,0,0
0.015016765735412,644,24,0,0
0.012067252149247,645,25,0,0
0.0098256954396537,646,26,0,0
0.0081870051211653,647,27,0,0
0.0070717308671399,648,28,0,0
0.0064243931735826,649,29,0,0
0.0062122253290841,650,30,0,0
