frac_T,id,x,y,z
1,621,0,0,0
0.90408794342153,620,1,0,0
0.8126008628682,622,2,0,0
0.72594671614621,623,3,0,0
0.64446906676858,624,4,0,0
0.56843608187653,625,5,0,0
0.49803453723294,626,6,0,0
0.43336640306193,627,7,0,0
0.37444870658391,628,8,0,0
0.32121642152121,629,9,0,0
0.27352814412103,630,10,0,0
0.23117413494065,631,11,0,0
0.19388621036909,632,12,0,0
0.16134890239455,633,13,0,0
0.13321128488916,634,14,0,0
0.10909888455684,635,15,0,0
0.088625150208362,636,16,0,0
0.071402037492877,637,17,0,0
0.057049368678827,638,18,0,0
0.045202739073336,639,19,0,0
0.035519854175957,640,20,0,0
0.027685286820121,641,21,0,0
0.021413735191219,642,22,0,0
0.016451936502766,643,23,0,0
0.012579445022656,644,24,0,0
0.0096085166355665,645,25,0,0
0.0073833562478021,646,26,0,0
0.0057789811922781,647,27,0,0
0.0046999361050334,648,28,0,0
0.0040790654773069,649,29,0,0
0.0038765121010425,650,30,0,0
